,dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system response regulator TcsR7|1934052-1934202_reverse",-1.0449151823075624,-3.9146255545606548,-1.3176496965384439,12.857815405830824,5.349306279575425,-15.260641528108097,-2.88866250568297,11.017274056940972,-5.758278506008225
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system sensor kinase TcsS7|1935270-1935420_reverse",-1.372795914884241,-4.337939194676516,-0.5368486039616615,12.775472079944493,4.577313442011104,-14.477601914192334,-2.133090600575093,9.846583064437723,-5.544906563657244
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system response regulator TcsR8|2226508-2226658_reverse",0.3303518864732122,-4.059081532720706,-0.6575416885176488,5.602004053362954,4.7031377044363385,-7.799397497167656,-1.1344626939310587,0.8791150889027943,-6.212034538943801
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system sensor kinase TcsS8|2227953-2228103_reverse",-1.443372873404613,-4.521909167612404,-0.5742504090656865,12.682516019222641,4.9000702286776345,-15.011568851247738,-2.2457690108721238,10.348360858976644,-5.382401673338305
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|400672-400822_forward",0.54228120974136,-3.782751812598708,-1.3216287167471246,5.566334537119605,4.291225825518793,-7.756236679174793,-1.0777690875431503,0.6311914143101716,-6.535269043242845
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|401371-401521_forward",-1.259701545713768,-4.032909871996642,-0.9924325559066591,12.88416701320967,4.598890886828805,-14.619613320479852,-2.7547950832487746,10.055005837026282,-6.040770278000832
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|930963-931113_reverse",0.1966255796334713,-4.077120937815013,-0.31926837591803003,6.873750817420313,4.521577634830517,-8.502392906822466,-1.1656480972083467,2.1971874358491097,-6.326609731557164
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|2455314-2455464_forward",0.002627247717521431,-6.326994880348849,0.11130977986502617,9.17340094439364,5.231497481494613,-10.914665099274362,-0.3419094012983088,8.04066114579355,-9.194957296942235
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2456528-2456678_forward",-0.9151665781840514,-4.374164916094245,-0.6752805118049995,12.87499135200666,4.730584195633506,-15.116273030421768,-2.6447039050157763,10.282992774790884,-6.195925582844618
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|2472958-2473108_reverse",-1.2522359801197838,-4.926894910270932,-1.1570825468662849,13.013036208307202,4.178297875180406,-14.307092925844998,-2.521859526053139,10.203748689019351,-6.43926643950926
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2473776-2473926_reverse",-1.5520602610175576,-4.303285324577001,-0.9298861433519929,12.892064036125937,4.6269469108272565,-14.562340681962372,-2.549682720525801,9.830658340486114,-5.916079639898723
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|814309-814459_forward",-1.3534783872161642,-4.0541572692644054,-0.4847823029930909,12.612054743541186,4.327246214152846,-14.420001167040763,-1.8049372840660862,10.639913385031166,-6.149123682946238
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|1564925-1565075_forward",-1.251085382544724,-4.088060932235507,-0.9298873744920628,12.510077624461394,4.66088178651697,-14.38462803896985,-2.4083033005398984,9.841801334129576,-6.050724642679207
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|1565991-1566141_forward",-1.6347984734126677,-4.20004423767746,-1.1905542598939203,12.462658650763224,4.648994527314922,-14.182903537580978,-2.049132748010751,10.00327758914103,-6.335692182798808
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2215986-2216136_reverse",0.36987086201160746,-3.607666365174708,-0.5998043739130712,5.989794263682149,4.475880216500094,-8.004706448315725,-1.2481377354037566,1.1167763589018223,-6.658179622231695
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|338277-338427_forward",0.2836441990574,-4.1095022044584075,-0.30860855564453515,6.1512372121821395,4.49592171654346,-7.8266724579368265,-1.1170365286304555,1.1679062821313377,-6.021435038681265
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|338956-339106_forward",-1.3569576470856406,-4.488283468651696,-1.0590786102325274,13.077476635352173,4.533696171944826,-14.59113187921405,-2.5367325600330144,10.257703470565591,-5.965582486448103
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|1068482-1068632_forward",0.09342837191773364,-4.018946373566477,-0.26457629011762107,6.012517564925946,4.7338200243604245,-7.750840303686533,-0.7981946890323091,1.1040317676749825,-6.128084115560067
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, hybrid sensor/regulatory protein|1400997-1401147_forward",-1.5967528176596717,-4.021425722717181,-1.3581480216126793,12.289689899371352,4.68927223814817,-14.311041738516103,-2.566663987297945,10.438253303681153,-5.744289163399616
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|458371-458521_reverse",-1.248245605559249,-4.475072995406655,-0.9465688006064333,12.49989574462634,4.907834533762756,-15.507304102478022,-2.684666565853674,10.04684047387473,-5.588472519121708
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|1763618-1763768_reverse",-0.014321923430731439,-6.372377280019453,0.15658481953888376,9.081430609990802,5.296343007891282,-10.873670280508675,-0.2603689955613256,8.025229707263842,-9.183469175021092
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|1764666-1764816_reverse",-1.2876677318988219,-4.494389028575697,-0.8659294250341176,13.368438110928354,4.549993031354682,-14.937908451350546,-2.512379400553716,10.297770802138999,-6.465140040980376
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2407393-2407543_forward",0.14705439563266656,-3.938808438249805,-0.29796035214886746,6.133679464871533,4.291622876610604,-7.4741045398954284,-1.100750107379243,0.37453034018993425,-6.804734870030806
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|2408279-2408429_forward",-1.1513928973501097,-4.307612716862134,-0.6393999952752639,12.229462495186155,4.47772795957145,-15.272894628096118,-2.560620654292388,10.040581282763519,-5.336287610059531
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2419297-2419447_reverse",-1.6482022943833472,-4.634311575767856,-1.0806668839743916,12.727659182692957,4.12004072559209,-14.590071439782003,-2.3548825023815834,11.556928925498994,-6.775662894829862
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|2421291-2421441_reverse",-1.445735960818001,-4.050892229399277,-0.7241070789579804,12.37453447901765,4.744375138049707,-14.873742973565566,-2.6667337633686135,10.816970429200392,-5.495269291444878
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1639461-1639611_reverse",0.5004974146548855,-3.952896400643575,-0.9193537931841148,5.735094038787555,4.407985583859896,-7.724858346879396,-1.4135143971265969,0.8206894734556786,-6.550822187580688
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|912357-912507_forward",0.15577825186067298,-4.129559931860321,-0.527042850320851,5.672015620441628,4.649715615008563,-7.719913281452274,-1.2571460317156962,1.0542571395621831,-6.544130799439222
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1458022-1458172_forward",0.5420659106890119,-3.9507006227476023,-1.1217316416483374,5.513204430995305,4.483370597958563,-7.765940034884653,-1.2352980780954443,0.6127049957476277,-6.639803743718324
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1727647-1727797_reverse",0.3578491848128705,-4.063519334015102,-0.6576397256006089,5.40984439331981,4.788650774041275,-7.557430674988208,-1.2374854523925338,0.8574913494544185,-6.320528596660497
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1758791-1758941_reverse",0.6257226112454161,-4.029821395670491,-0.9635034419148014,5.647798403094047,4.494209890786103,-7.742152498301813,-1.2446180902588382,0.5519179859330183,-6.618462856429155
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1030270-1030420_forward",0.34343759380990085,-3.9278926569833237,-0.7305495864592151,5.818698113571832,4.424512235948528,-7.793405694013079,-1.2869284388689022,0.4996163438574903,-6.684871277701013
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1805528-1805678_reverse",0.395230978504003,-4.014660640062767,-0.6209813633181105,6.0581539333572785,4.47899992751425,-7.968064558246632,-0.9675288094643537,0.9637734621969066,-6.107061488933263
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|403691-403841_reverse",0.3979858184901592,-4.01800773994403,-0.8713823364312949,5.444145991385679,4.603425672638185,-7.770929040184879,-1.3078456872464235,0.6542659868062825,-6.6114915219574515
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|245155-245305_forward",-1.1888221056882633,-4.016634001536157,-0.6227043079211828,12.223394950462255,4.943849433622853,-15.279067655407289,-2.1383611843649835,11.47105730964385,-5.5613578420809695
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|246197-246347_forward",-1.468310796867584,-4.449699194274206,-1.0484908082237727,12.715713392919099,5.198160465613226,-15.270136769816684,-2.3224665197985352,10.141106539465696,-5.763259228143871
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|1310449-1310599_forward",-1.4860496435606974,-4.172059473267604,-0.13472841461415513,12.680853953732564,4.670193692322598,-15.41006542607102,-2.38238739349703,11.274255288912174,-5.4455842081693895
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1311161-1311311_forward",-1.2498050797652471,-4.415959756695564,-0.35601671195436607,12.908772616225745,4.623421277083118,-15.304414130961433,-2.5009986156554547,10.408176521992285,-5.5565757756585175
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|2777007-2777157_forward",-0.875022239979778,-4.485217430935659,-1.330589000053458,12.968066519129458,4.458927424719624,-15.202896110362746,-2.8407629710881075,10.258352854959945,-5.512175156345029
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|2781135-2781285_forward",-1.0915362069500205,-4.445437292659187,-0.4956542206524017,12.367863384550846,4.498935551839319,-15.670044061576922,-2.7694985825590863,10.805257882741827,-5.399796997680831
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|2538255-2538405_forward",-0.9605951484266093,-4.499330100231544,-1.3174019731499989,13.072644213980338,4.807255144364284,-15.167452278419983,-2.8822917075742764,10.345551908498791,-5.46765070011812
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|2538692-2538842_forward",-0.9988270474818336,-4.482598058588537,-1.3346346712467518,13.01396735266634,4.725252894035466,-14.969276762002375,-2.5193784677579774,10.428062230063832,-5.632084237953866
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|2567670-2567820_forward",-1.3442656830789532,-4.005719558417103,-0.7075394391865863,12.704154714290564,4.635620621291397,-15.625530034857,-2.3612231643436172,11.396848197129973,-5.728740985914235
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|2570761-2570911_forward",-1.023605793698234,-4.19204306537991,-0.9058810064318893,12.372801507145299,4.925961130234573,-15.770780963495888,-2.8379534049036064,10.94594246610211,-5.417987338267129
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|4037043-4037193_forward",-0.9962505968433839,-4.276552637817618,-0.6779115342964941,12.235135569210572,4.4157115116452195,-15.466132294138868,-2.663635788853972,11.199151056387151,-5.936458790347257
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4037759-4037909_forward",-1.0338371338944925,-4.497419305435033,-0.8833121178920299,12.912993269675873,4.605132779150553,-15.542002302251168,-2.7773190554132565,10.235481503887213,-5.442312172619984
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|2069729-2069879_reverse",-1.1347529494776714,-4.179619605684388,-0.5599589056821007,12.352283960631091,4.983666073733378,-15.229505942944948,-2.414236070495146,10.889559277995222,-5.716743027137041
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|2070955-2071105_reverse",-1.3595524072076568,-3.9409407669117917,-0.4733649466030652,12.168825762681255,4.756520047770335,-15.247123431331806,-2.4408172229877114,11.755023239374315,-5.671412485566213
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|938526-938676_forward",-1.3557882326513129,-4.3956646141880125,-0.15465359296616155,12.55121233333334,4.6284794722123825,-15.406429134444913,-2.54968788420066,10.72962345611,-5.564042154843411
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|939414-939564_forward",-1.5517409839000373,-4.440833940458801,-1.0570789741966786,12.895247201246669,5.310616014780434,-14.98479351988762,-2.092542486509194,10.457770830548407,-5.411914237448392
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|4622596-4622746_forward",-1.2814163515938444,-3.9537661273478664,-0.7869986937540254,12.362127492547717,5.083871602299118,-15.048749722054916,-2.1101955438542306,11.586864009820774,-5.577941628941211
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4623033-4623183_forward",-1.341975091503812,-4.604420608148842,-0.431334393131077,12.586507641241997,4.779474907855033,-14.985706941075339,-2.2724943111484794,10.161730834665468,-5.351424037756683
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|4638306-4638456_reverse",-1.3302940134920231,-4.332955212622617,-0.900737009042664,12.684970802849465,5.011885810965805,-15.476253528079408,-2.555729962804606,9.9547309749494,-5.468842276662993
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4639618-4639768_reverse",-1.2982709180523413,-4.3908510224887385,-0.9786396279779007,12.644930583453723,4.955445146871123,-15.50678704642458,-2.633922469314233,9.858631934919858,-5.5534268507670665
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|982346-982496_reverse",-1.1883599791117763,-4.019140665073513,-1.0592931765072393,12.836997637276559,5.046701522456369,-15.46076421412397,-2.5147680285056206,10.377713019897,-5.424892180508121
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|984253-984403_reverse",-1.2832007051032148,-5.185019001598971,-1.8759080044147638,12.896553898478704,5.1348822625434725,-15.556524597668945,-2.6924077591461493,9.831832868286499,-6.332626238837102
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|984957-985107_reverse",-1.6461088420035335,-3.987081716270127,-1.408596733757724,12.896326040963203,5.028551584668184,-14.831539221075202,-2.1682872388338645,11.27436383648683,-5.917960584315993
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4671976-4672126_reverse",-1.0311553850172295,-4.036906140688735,-0.9692061596219121,13.016866067747495,4.670674601320349,-14.719683744206685,-2.8921880244335134,10.195410784180428,-6.138463391793903
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|4672683-4672833_reverse",-1.051096784155288,-4.5981204962713065,-0.5937270894880563,12.279737851293975,4.570444053896521,-15.531093306006127,-2.8163283643023886,10.71179758904272,-5.5416408268499335
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4841495-4841645_reverse",-1.4577064801200519,-4.399979945467939,-0.5749405207742831,12.11447887108467,4.338069797482003,-14.77439837961103,-2.3356834467060454,11.47359526742795,-6.12696682928305
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|3192869-3193019_reverse",-1.2163283481217098,-4.283915467945175,-0.7717360409269769,12.969407597196227,4.9335988901538155,-15.404890680897632,-2.6115846813712973,9.720615515661086,-5.624980913712291
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|3193922-3194072_reverse",-0.9415727016399309,-4.369973966094192,-1.0579631944709937,12.970692230156267,4.579121573053269,-15.372828258794522,-2.742274621720303,10.561547035785846,-5.2822736011131335
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|133326-133476_forward",-1.0992614277292763,-4.301077684742234,-0.9629770211476636,13.55292233836195,4.939148685651087,-15.04070791378667,-2.3637412346404125,9.80171703128431,-6.174663223005093
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|134552-134702_forward",-1.2703566798844155,-4.659964044159301,-0.2325440342895977,12.767552914947991,4.709613514936096,-14.948326392423523,-2.28612528548892,9.95888914509061,-5.459501911972533
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1315672-1315822_forward",-1.1635359785654775,-4.283023566614291,-0.9835068875549938,12.925753611746723,4.856692306189546,-14.918660043074285,-2.7538502398728237,10.5796723243037,-6.52547817563592
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|1316868-1317018_forward",-1.0637966668816223,-4.536599530844538,-0.5746480648106667,13.054709151568208,4.834608282072073,-14.987201310795594,-2.3931546458097044,9.47348785907223,-5.6358613575509535
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|1368876-1369026_forward",-0.9733206448865471,-4.326503164149469,-1.0102949581088176,12.549510053271115,5.263405105351942,-15.135205610923832,-2.4560776840074534,10.214844584998952,-5.857557152425458
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1369847-1369997_forward",-1.3505912224433794,-4.211376373489952,-0.7303237252996951,12.693453482801436,4.760535046820809,-15.63640341393023,-2.8208923652869373,10.265318037710152,-5.552014450173399
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|1380669-1380819_reverse",-1.2404940124753217,-4.271408495350189,-0.7368942787577691,12.626864754405085,4.9636650956735,-15.341698801427043,-2.4243559587258368,10.774447316727457,-5.149368290163946
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1385211-1385361_reverse",-0.5405085536876268,-4.214650005234926,-0.9807675876088472,11.760694438145732,4.575439122088243,-13.882503581944137,-2.7514344850299914,9.912813988102448,-6.798943005082799
