,dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system sensor kinase MtrB|1915126-1915276_reverse",-11.140064495896922,9.05139339843301,-14.313851397830764,5.723459353837857,-1.3250033846653446,2.484570990997248,4.219141319815373,-4.924709693499579,-0.16637777812876953
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system response regulator MtrA|1915810-1915960_reverse",-11.142328792439619,8.72685922093026,-13.249758933553878,5.719065035874788,-1.4470759028654028,2.713233944755338,4.889364403133049,-5.254295136130099,-0.32567256072428624
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system response regulator TcsR7|1934052-1934202_reverse",-11.107231508023405,9.008283769762214,-14.671138084605305,5.663643347917314,-2.157616338075345,2.9862788357417807,3.9462400709326118,-5.558965645359909,0.09035931293282089
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system sensor kinase TcsS7|1935270-1935420_reverse",-10.413452584168626,8.735701301076968,-13.083117608347791,6.197189167748849,-2.053402322953693,2.6014636564442375,4.553403459692769,-5.1005291797621926,-0.0853351637791895
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system response regulator TcsR8|2226508-2226658_reverse",-5.0433780792626965,2.566809329712055,-4.914558991959563,5.593409515140164,-0.05498363388385366,-0.31077488819617705,1.9705143267652234,-4.418049215517041,3.8133110238739856
"Corynebacterium jeikeium K411 complete genome. DEFINITION  Corynebacterium jeikeium K411 plasmid pKW4, complete sequence.|4924998bp|two-component system sensor kinase TcsS8|2227953-2228103_reverse",-11.037927790936465,8.830410522961149,-13.447890150740262,6.4508154151945085,-2.2730770659509933,2.649822259100707,4.376352446559125,-5.029475177148381,0.23184413558713368
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|400672-400822_forward",-4.837280139259157,2.323792482679457,-4.794189038503346,4.948514016217131,0.021548343434691135,-0.5798504270814162,1.5847194185852045,-4.279255979737939,3.7633337746163757
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|401371-401521_forward",-10.563307144188917,8.457242990768517,-13.980446565723634,5.7524603361466395,-1.6969665237599474,2.7336772322746827,4.2849559812694675,-4.814060987922128,-0.20137057724769825
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|930963-931113_reverse",-6.060211061886748,3.347293732504545,-5.927235955857086,5.576904634732512,0.10103071519150017,0.13637975136969926,2.5466860017115636,-4.53120202929551,3.1264391638076474
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|2455314-2455464_forward",-10.31289052652871,7.898650169404429,-9.024479486063438,5.416525600543253,-0.0036861712592219805,1.6035322257446358,5.649548467068376,-6.026461974225017,1.1727564813910856
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2456528-2456678_forward",-10.872825180385748,8.683151745520586,-14.011464533152942,5.874837826349115,-1.5850773133899134,2.5059659648582615,4.50484788894223,-4.901160707132968,0.44910357938631645
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|2472958-2473108_reverse",-10.620996030139931,8.450400418020866,-13.996958176677598,6.433504888504299,-1.470174931423136,2.751033829684334,3.9574973702783933,-4.064386204752063,0.08645231825009282
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2473776-2473926_reverse",-10.527593163404253,8.434145033740002,-13.628895221684772,5.962936276872235,-1.768834356270732,2.8958837257700116,4.434027693068054,-4.801762046169209,-0.22042706702456877
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|814309-814459_forward",-9.886032623532431,8.838092049791854,-13.777418887465982,6.558633059541899,-2.3790151912563515,2.4522023421844694,4.223792133193571,-4.820396366269868,0.32482432187974586
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|1564925-1565075_forward",-10.319769135004588,8.197255429548232,-13.581818110199722,5.9989595555385975,-1.8103544472003161,2.681574367424888,4.118779228184844,-4.880959836796478,0.02551673496635672
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|1565991-1566141_forward",-5.13781174474892,2.76039623428898,-4.96326326831798,5.502054850794667,-0.2793777452288238,-0.3099413195250408,1.9125325395240176,-4.3575369668527335,3.8650506559569666
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2215986-2216136_reverse",-5.374812995161434,2.456483290901762,-4.990325502436638,5.374335212653124,0.0394248267713282,-0.13751051905502618,2.0664247997825083,-4.424747956462201,3.3569824290729824
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|338277-338427_forward",-5.2662503082099725,3.0227514963625595,-4.931552521776273,5.585389804928093,0.3160343966235652,-0.365945529002634,2.309742116646504,-4.595459481509682,3.645409286818688
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|338956-339106_forward",-10.706111902668479,8.608249783473262,-13.954874195418256,6.204430778424528,-1.702634583459437,2.8357361524683253,4.162046257892812,-4.661703465652507,-0.12400746409330449
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|1068482-1068632_forward",-5.007075736574922,2.803679439659609,-4.982815812610122,5.6883421213301215,0.5105381013105891,-0.2365963845580008,2.0785570503515265,-4.682599163730627,3.623616042990293
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, hybrid sensor/regulatory protein|1400997-1401147_forward",-10.559691361314687,8.154201966522809,-13.948518516203336,6.176215699053658,-2.1537335721056534,2.7681884272991195,3.5993140682197713,-4.937581729438296,-0.09261735803590951
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|458371-458521_reverse",-11.547577135621317,8.335893700469985,-13.722256572734452,6.0992724702162215,-2.1644538140381084,2.582951381074767,4.295499062918442,-5.065890036740668,0.05993565554189416
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|1763618-1763768_reverse",-10.397031132443605,7.794969674251005,-9.074926136082098,5.510680327412387,-0.11056312491339053,1.5731909923207636,5.628388037173766,-6.021804534629198,1.1425411762565638
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|1764666-1764816_reverse",-10.85211055446588,8.881924644921375,-14.007291075334264,5.9944160797995645,-1.327937985182739,2.8426812854284647,4.663766974283689,-4.610673509064251,0.0786690346878767
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2407393-2407543_forward",-5.2405052379453965,2.6537911115514285,-4.245742318426654,5.497528072078877,-0.16042449203611434,-0.6230639139935047,1.7355668261800288,-5.006265262541991,3.82380075558861
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|2408279-2408429_forward",-11.228952265323212,8.395364493831435,-13.44698683343994,6.144146601078186,-2.5489772869351026,2.1682505791456217,4.13773971704479,-5.05099417133633,0.026822883049253766
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, regulatory protein|2419297-2419447_reverse",-10.37769557792463,8.696882726859547,-14.67197868462845,6.612139974183128,-2.0857008491187483,2.9435720649960277,3.741597984314901,-3.9064602618878332,0.4079798550108882
"Xylella fastidiosa 9a5c, complete genome. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF1.3, complete sequence. DEFINITION  Xylella fastidiosa 9a5c plasmid pXF51, complete sequence.|8037918bp|two-component system, sensor protein|2421291-2421441_reverse",-10.715579725395582,8.673801082128723,-13.994377827846046,6.080207502099824,-2.619591132985854,2.583272807617777,3.8695230423193436,-4.96162174984169,0.08779915046758228
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1639461-1639611_reverse",-5.113536940725745,2.0679536449838785,-4.7606373598670615,5.334166243719226,0.06186309044897672,-0.5502222316857857,1.6445074230193293,-4.5534716620808835,3.853921277609051
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|912357-912507_forward",-5.072448781056765,2.4283880173288854,-4.7918061142679,5.622971541074096,0.20323598435721205,-0.353231479272041,1.8039788580296048,-4.710916898800875,3.3611304801666186
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1458022-1458172_forward",-4.903553334770384,2.042477766473361,-4.734474007729142,5.1407770916960525,-0.08009377958140572,-0.5540043801088864,1.475303414497885,-4.421354960102913,3.726917662991282
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1727647-1727797_reverse",-4.799358586080344,2.1468533687616738,-4.619678122852005,5.705658282908172,0.1032325565792675,-0.3803359667553584,1.769422345685034,-4.531186215927408,3.779139448672913
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1758791-1758941_reverse",-4.9052562579436065,2.0732029096590736,-4.655576297674627,5.29508890316694,-0.12228249794161643,-0.509902721179124,1.6620055716598598,-4.485126410729819,3.870630206754804
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1030270-1030420_forward",-5.186813910218203,2.254036876037286,-4.563309975766037,5.407489353162902,-0.13444639737607614,-0.5277163994648318,1.6005810508495735,-4.667665903689598,3.8069930055003476
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|1805528-1805678_reverse",-5.280353138732817,2.5864660500302064,-5.08579729920013,5.380069032954815,0.3956761908516501,-0.4035000833531899,2.063246445188622,-4.489572358732036,3.87714664705652
"Lactococcus lactis subsp. lactis Il1403, complete genome.|2365589bp|two-component system regulator|403691-403841_reverse",-4.9621520432052915,2.003266781685803,-4.616582303638553,5.484648909578785,-0.023861411598800498,-0.4361648141271953,1.6458840500483138,-4.492964454607415,3.776451051909711
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|245155-245305_forward",-10.75364587808121,8.96495031055246,-14.566457391209266,6.529974188475883,-2.922272436196492,2.4817573285623213,4.0059621390133735,-5.540663292901413,0.5411538175851336
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|246197-246347_forward",-11.152551201731885,8.39464733391836,-13.752314853463062,6.255773986107204,-2.0879366019237104,2.960621291433959,4.45488278511261,-5.37477510753653,0.022523302647593987
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|1310449-1310599_forward",-11.01599459553444,9.322654758256624,-14.125560079775571,6.382678999829377,-2.985036526153662,2.5919429227749218,4.454329980274957,-4.957739834683019,0.3930645863166723
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1311161-1311311_forward",-11.182146730562888,9.077500224491185,-13.695079118240939,6.207568013595886,-2.307075832523819,2.556352122535785,4.608863246400029,-4.9564718696794605,0.14824890756691675
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|2777007-2777157_forward",-11.303911217088443,8.48173065478891,-14.029683608463737,6.023015235353842,-1.6962995809468904,2.3707498643199756,4.088904577081184,-5.04371467876322,-0.1891768669981875
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|2781135-2781285_forward",-11.588532588153118,8.961446274242302,-14.10903222959509,6.200780162528958,-2.6629622530248134,2.1652931644149964,4.264521395946567,-4.969424289052101,0.3301564430639387
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|2538255-2538405_forward",-11.494001756020706,8.769618376193765,-13.918236170429429,5.88560254345467,-1.6409272581081251,2.710285147105434,4.08042725467196,-5.284280846486203,-0.3603008721909963
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|2538692-2538842_forward",-11.130018007961036,8.969613372473411,-13.910700151149245,6.0752363196241905,-1.6583818278724305,2.506590221385652,3.977885209823777,-5.106823965356342,-0.2025437223457044
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|2567670-2567820_forward",-10.887246344313795,9.046761488940257,-14.63300406605144,6.56141043611346,-2.6880918240457796,2.5045394163470536,4.280345444798505,-5.233529789344799,0.1900229093923533
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|2570761-2570911_forward",-11.627504405987477,8.821186982688484,-14.33284836780555,5.916177094421565,-2.5873177859292498,2.3597411939583126,4.107853112899033,-5.3110356373526555,0.0750306784397881
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|4037043-4037193_forward",-10.997550504006067,8.93733305648494,-14.601099188325769,6.325245065399215,-2.478140488529439,2.122422464792653,4.138974128547336,-4.883710218984765,0.5678804044075081
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4037759-4037909_forward",-11.619055727583238,8.88403469875398,-13.854244848924253,6.018782593166716,-1.9443864032107792,2.461328621092118,4.449621791814282,-5.032615943056803,-0.22963567093576867
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|2069729-2069879_reverse",-11.054607888800131,8.819156792772391,-14.235459910704748,6.18179262439385,-2.6261649902031934,2.554005325932938,4.10333305370858,-5.306139225007867,0.6244529846853731
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|2070955-2071105_reverse",-10.80326217683087,9.07528798262994,-14.716634467241475,6.299988400852362,-3.0688363038659032,2.491167943467615,3.8721839930941115,-5.0938520709851645,0.6997002412359908
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|938526-938676_forward",-11.140793503511915,8.942127585154806,-13.810274483138551,6.211301892653486,-2.6259652762198673,2.5018306623372037,4.5809839903246345,-4.9222993994937925,0.3701260219652643
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|939414-939564_forward",-10.949546248489339,8.747107666717733,-13.675770053566527,6.464167891563773,-2.1222451779154423,3.214625283705912,4.234734608081497,-5.6152821670830795,-0.11709442227491035
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|4622596-4622746_forward",-10.623139151068223,8.986571012024967,-14.552898154182417,6.576966434982255,-2.799741716046745,2.5773589990206616,3.850541559789965,-5.546646619802735,0.46047470709731847
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4623033-4623183_forward",-11.066415315704058,8.732453961258683,-13.263662546992448,6.438761788572271,-2.2255470098902155,2.4999892301936955,4.414610439060825,-5.012338283301694,0.2896247423339083
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|4638306-4638456_reverse",-11.432852582959454,8.495500421576985,-13.635174027608878,6.059302300571253,-2.2199985469835655,2.741042462327045,4.464644569615297,-5.254346328147441,-0.16452948285365032
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4639618-4639768_reverse",-11.533685286210014,8.371435207594667,-13.679115516008215,6.043616275755537,-2.1150852458532543,2.690318593862325,4.4482039338813415,-5.164344556201991,-0.1418368426464471
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|982346-982496_reverse",-11.280961572597196,8.730432300978649,-13.968803117481885,5.970330216608754,-2.314351098649704,2.7084873508650085,4.299016149421716,-5.553568151959617,-0.2642874042168981
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|984253-984403_reverse",-11.728348659474024,8.02618505219889,-14.049522719673085,6.2774956211357456,-1.2049032146389567,3.2221215857743335,4.319666280606755,-5.078165240576773,-0.10262892009731664
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|984957-985107_reverse",-10.555637878138667,8.963850507794817,-14.754678573112907,6.336483705187172,-2.3425973469766577,3.311588126159981,3.854057117969188,-5.244979211837986,0.0518795165364882
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4671976-4672126_reverse",-10.646036909629027,8.622198106704008,-14.123760273409053,5.594417342143978,-1.6335005808138832,2.689583867833105,4.339106775410786,-4.844633843725926,-0.1661193363110723
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|4672683-4672833_reverse",-11.443838358900306,8.88411281396393,-14.01514546906426,6.21428965825779,-2.5214505960030853,2.096762829956708,4.159910776928316,-4.9342460341831345,0.5911818051780798
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|4841495-4841645_reverse",-10.58827534246809,8.797998840606622,-14.333346688807387,6.5992937609398785,-2.6143075866965657,2.4183021574694217,3.8557796590421773,-4.492113318327839,0.7507695637622465
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|3192869-3193019_reverse",-11.269957571751615,8.619539699636078,-13.583762177080043,5.832687560053389,-2.0063967393894253,2.7261069285856925,4.714244056921128,-5.238443886049483,-0.25371618824539016
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|3193922-3194072_reverse",-11.464319187053633,9.048841371689173,-13.993815459426898,6.0509012778102225,-2.06914960234199,2.3793600315481984,4.164653449426698,-5.191389668719369,-0.29023714701820974
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|133326-133476_forward",-10.947224269326409,8.81820923163572,-13.766881655908174,5.978680481890981,-1.2989546622473067,2.836818412358638,4.882239252840294,-5.245310683638666,-0.22391861366655672
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|134552-134702_forward",-10.974758824033461,8.866670109092494,-13.198463510412738,6.321466998367487,-2.160632317549526,2.5329257588390313,4.604217664829631,-4.982658217072512,0.24248658749135513
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1315672-1315822_forward",-10.66690775352792,8.674229094547885,-14.418029818655185,5.784330283597884,-1.625460552179108,2.9540343224264234,4.301913716105774,-4.885469898950175,0.15958176544815003
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|1316868-1317018_forward",-11.068987350040139,8.741402880921559,-13.117641242402085,5.892714428093915,-1.5796560844263203,2.632191454015867,4.803038192440168,-5.177477227638912,-0.18765578852431178
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|1368876-1369026_forward",-11.021431910769309,8.509106538404595,-13.805657612662069,5.860674191968265,-1.915643911553179,2.778274023849943,4.207556567253425,-5.498130788458753,0.198061662134126
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1369847-1369997_forward",-11.399407173953884,8.68725041218112,-13.910229880896901,5.937355292954958,-2.4892421341428395,2.564645481933946,4.571052603270333,-5.050228331667855,-0.08869788226109751
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system regulatory protein|1380669-1380819_reverse",-11.2809745356587,8.993697438256252,-14.012203612609108,6.255487409008397,-2.659158783764291,2.573387768402629,4.152988928380853,-5.396373671922385,0.13182399578427278
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1385211-1385361_reverse",-5.207795221701709,3.230218752428789,-5.65525852711259,5.197624529162169,0.4938800372241036,-0.4816766739482302,2.4169272539655404,-4.565245434302097,3.6063615023049973
"Xanthomonas campestris pv. campestris str. ATCC 33913, complete genome.|5076188bp|two-component system sensor protein|1385066-1385216_forward",-11.346224974544436,8.61189319957801,-14.205533906056111,5.8295882924238835,-2.3375925208729127,2.5340575099158666,4.381955702362035,-5.033334243569444,0.2240594625374468
