,dimension_1,dimension_2,dimension_3,dimension_4,dimension_5,dimension_6,dimension_7,dimension_8,dimension_9
Francisella tularensis subsp. tularensis SCHU S4 complete genome.|1892775bp|chromosomal replication initiator protein dnaA|-150-0_forward,-2.5202393589178818,1.6161540638917424,1.9162905617500154,0.5573833454353305,-0.9393569880602676,1.7514162149666441,2.3277873381053804,4.67831172785982,-1.3962187743699466
"Nitrosomonas europaea ATCC 19718, complete genome.|2812094bp|dnaA; chromosomal replication initiator protein|60-210_forward",-2.0898801679430092,2.2388231152299163,2.1550100722640666,1.3657926539569565,-1.3692482578422445,1.6040793543083627,2.41563154651865,4.3273451222487145,-1.4374079465266805
"Helicobacter acinonychis str. Sheeba complete genome, strain Sheeba. DEFINITION  Helicobacter acinonychis str. Sheeba plasmid pHac1 complete genome, strain Sheeba.|3107854bp|chromosomal replication initiator protein|-150-0_forward",-2.478220535999027,1.7681063552820617,1.8878635128285832,0.6937012385808393,-1.4340222606868624,1.6481214948362122,2.3845845193714568,4.630750727848817,-1.1733654274195118
"Alcanivorax borkumensis SK2, complete genome.|3120143bp|chromosomal replication initiator protein DnaA|-150-0_forward",-2.467612227934121,2.460309182521497,1.160333049892104,-0.7224619338959815,-0.5422045983974946,1.4051151811268503,1.2126761486428408,2.061139544059017,-1.8753344737737825
Staphylococcus carnosus subsp. carnosus TM300 complete genome.|2566424bp|chromosomal replication initiator protein|2565870-2566020_reverse,-2.2081602428706963,1.4290465147945726,1.6916747622728772,0.6934647719538535,-1.3252741613024634,1.568136274106651,2.5517983141108913,4.698027693782766,-1.9051175003892944
Streptococcus uberis 0140J complete genome.|1852352bp|chromosomal replication initiator protein|-150-0_forward,-2.3965321571070874,2.071219762119005,1.9353464252307802,1.053417961975824,-1.6076402825446279,1.3571756628967393,2.4231705203241747,4.688915952285739,-1.1781197412662456
"Staphylococcus aureus subsp. aureus N315 DNA, complete genome. DEFINITION  Staphylococcus aureus subsp. aureus N315 plasmid pN315 DNA, complete sequence.|5629632bp|chromosomal replication initiator protein|366-516_forward",-2.2358805432959477,1.4724849320103413,1.6905756107005,0.6641167853299811,-1.2781189209901664,1.5487246093295943,2.4780067339763945,4.699172940219341,-1.9297135083751384
"Synechocystis sp. PCC 6803 DNA, complete genome. DEFINITION  Synechocystis sp. PCC 6803 plasmid pSYSA DNA, complete genome. DEFINITION  Synechocystis sp. PCC 6803 plasmid pSYSG DNA, complete genome. DEFINITION  Synechocystis sp. PCC 6803 plasmid pSYSM DNA, complete genome. DEFINITION  Synechocystis sp. PCC 6803 plasmid pSYSX DNA, complete sequence.|17867350bp|chromosomal replication initiator protein; DnaA|1351580-1351730_reverse",-1.5785615077382136,2.336273954858116,2.3948233265756556,2.030330453876706,-1.4696494399309905,1.255359420648577,2.4437607847238643,4.263127233347679,-0.901995171299645
"Staphylococcus haemolyticus JCSC1435 DNA, complete genome. DEFINITION  Staphylococcus haemolyticus JCSC1435 plasmid pSHaeA DNA, complete sequence. DEFINITION  Staphylococcus haemolyticus JCSC1435 plasmid pSHaeB DNA, complete sequence. DEFINITION  Staphylococcus haemolyticus JCSC1435 plasmid pSHaeC DNA, complete sequence.|10740060bp|chromosomal replication initiator protein|357-507_forward",-2.1992907970848337,1.4705218969353129,1.777985331461912,0.7243651851143205,-1.2418873388755924,1.6063950685985837,2.5020307951162906,4.812700328739413,-1.9175862695680854
"Rhodococcus erythropolis PR4 DNA, complete genome. DEFINITION  Rhodococcus erythropolis PR4 plasmid pREC1 DNA, complete genome. DEFINITION  Rhodococcus erythropolis PR4 plasmid pREC2 DNA, complete genome. DEFINITION  Rhodococcus erythropolis PR4 plasmid pREL1 DNA, complete genome.|26065240bp|chromosomal replication initiator protein DnaA|617-767_forward",-2.9969008624758073,2.2156001671817798,1.0108160023816402,-1.3324613244664179,0.08339162600582223,1.511590354726605,0.6244252084803787,0.9566440834913574,-1.9257617814539199
"Kocuria rhizophila DC2201 DNA, complete genome.|2697540bp|chromosomal replication initiator protein DnaA|-150-0_forward",-2.937906046097437,2.8459773021460393,1.002390911395769,-1.2130261383884444,0.13718800139313306,1.6744084924344234,0.6594300160663618,1.2219744727921105,-1.638265025085816
"Bifidobacterium adolescentis ATCC 15703 DNA, complete genome.|2089645bp|chromosomal replication initiator protein DnaA|-150-0_forward",-2.607652798551584,2.8127027506139326,1.3065434482311207,-0.7841371032435781,-0.14139561003293016,1.5987976361501752,1.1174430305822574,1.4851044591033558,-1.8023001222531263
"Azorhizobium caulinodans ORS 571 DNA, complete genome.|5369772bp|chromosomal replication initiator protein|1139574-1139724_reverse",-3.0670717194156913,2.736641148077163,0.7893736368624256,-1.1053381668664979,0.5942045710982677,1.56677432806942,0.8410962318707629,0.8062166997670884,-2.016203739981682
"Azorhizobium caulinodans ORS 571 DNA, complete genome.|5369772bp|putative chromosomal replication initiator protein|2447695-2447845_forward",-3.0695619826888034,2.694917470420679,0.7910978280157022,-1.4302205668219163,0.4233141967610438,1.6949055629482754,0.5751189246303858,0.705895662504694,-1.9440671871919513
"Streptococcus dysgalactiae subsp. equisimilis GGS_124 DNA, complete genome.|2106340bp|chromosomal replication initiator protein dnaA|74-224_forward",-2.4031459193315676,1.403720720504731,1.6501787015332832,0.8467652943345445,-0.7855714619258183,1.4799879708567185,2.2893862148689808,3.8304424626758453,-1.7907764388574252
"Azospirillum sp. B510 DNA, complete genome. DEFINITION  Azospirillum sp. B510 plasmid pAB510a DNA, complete genome. DEFINITION  Azospirillum sp. B510 plasmid pAB510b DNA, complete genome. DEFINITION  Azospirillum sp. B510 plasmid pAB510c DNA, complete genome. DEFINITION  Azospirillum sp. B510 plasmid pAB510d DNA, complete genome. DEFINITION  Azospirillum sp. B510 plasmid pAB510e DNA, complete genome. DEFINITION  Azospirillum sp. B510 plasmid pAB510f DNA, complete genome.|23179765bp|chromosomal replication initiator protein|3057345-3057495_reverse",-2.7342282274308616,2.343978601714315,1.1224308075853133,-1.1226361750516067,-0.23170470174426813,1.4757340655502484,0.3160423515500854,0.9371886243329451,-1.382608399548312
"Rhodococcus opacus B4 DNA, complete genome. DEFINITION  Rhodococcus opacus B4 plasmid pKNR DNA, complete sequence. DEFINITION  Rhodococcus opacus B4 plasmid pKNR01 DNA, complete sequence. DEFINITION  Rhodococcus opacus B4 plasmid pKNR02 DNA, complete sequence. DEFINITION  Rhodococcus opacus B4 plasmid pROB01 DNA, complete sequence. DEFINITION  Rhodococcus opacus B4 plasmid pROB02 DNA, complete sequence.|47480700bp|chromosomal replication initiator protein DnaA|3775953-3776103_forward",-2.8798820094126802,2.285155186333024,1.0825187023319014,-1.1866930112779575,-0.04421703834198654,1.5225975057593928,0.7065037508040465,1.1726083238913159,-1.96652021484236
"Gloeobacter violaceus PCC 7421 DNA, complete genome.|4659019bp|chromosomal replication initiator protein|1585088-1585238_reverse",-2.535634067860131,2.5731538252925383,0.9629718750821984,-1.024473255883603,-0.6564762003400865,1.4553309947349071,0.9886401824690014,1.5274788585394998,-1.8329860754855885
Prochlorococcus marinus MIT9313 complete genome.|2410873bp|chromosomal replication initiator protein DnaA|1278663-1278813_reverse,-2.924558307047029,2.705560214024274,0.7743248644248276,-1.1192426046492592,-0.13884219094759057,1.9099083479382328,0.9190213921619241,1.2681057149813093,-1.442297878005304
"Burkholderia pseudomallei strain K96243, chromosome 1, complete sequence. DEFINITION  Burkholderia pseudomallei strain K96243, chromosome 2, complete sequence.|8149084bp|chromosomal replication initiator protein DnaA|86953-87103_reverse",-3.0790725620157517,2.784042950363881,1.0624745607772523,-1.2154092369838505,0.740677705233327,1.553825085470731,0.8281937004298268,0.9148146571589107,-2.1589743025817727
"Gluconobacter oxydans 621H, complete genome. DEFINITION  Gluconobacter oxydans 621H plasmid pGOX1, complete sequence. DEFINITION  Gluconobacter oxydans 621H plasmid pGOX2, complete sequence. DEFINITION  Gluconobacter oxydans 621H plasmid pGOX3, complete sequence. DEFINITION  Gluconobacter oxydans 621H plasmid pGOX4, complete sequence. DEFINITION  Gluconobacter oxydans 621H plasmid pGOX5, complete sequence.|16213038bp|Chromosomal replication initiator protein DnaA|4-154_forward",-2.824542417086906,2.575420685940025,0.8997128803054719,-0.7301452925491969,0.12232458510597058,1.5918272340106936,1.089916872840774,1.2989704962660842,-1.772479439992103
"Burkholderia mallei ATCC 23344 chromosome 1, complete sequence. DEFINITION  Burkholderia mallei ATCC 23344 chromosome 2, complete sequence.|7020296bp|chromosomal replication initiator protein DnaA|-81-69_forward",-3.073555736326008,2.6705003651203665,1.1762729291308198,-1.3288326295770938,0.8766451870367655,1.6953744336339884,0.6828601698489208,0.9077251483664401,-2.04697484408544
"Streptococcus thermophilus CNRZ1066, complete genome.|1796226bp|chromosomal replication initiator protein dnaA|35-185_forward",-2.3793104500882465,1.6775510604171968,1.6849099512068038,0.9357073855593719,-0.7588101704196686,1.5207100723661413,2.289447901404259,3.8096928158077126,-1.6559200472157676
"Lactobacillus acidophilus NCFM, complete genome.|1993560bp|chromosomal replication initiator protein|-120-30_forward",-2.6666335958019802,1.678973094826809,2.311225673437246,0.8049800593543822,-1.232494513450532,1.5536904645837948,2.496888917988687,4.836243838871814,-1.176243490160634
"Colwellia psychrerythraea 34H chromosome, complete genome.|5373180bp|chromosomal replication initiator protein DnaA|-79-71_forward",-2.4056831053916112,1.6876361553056298,1.7073070027019244,0.5228676497095239,-0.8170108338634723,1.5238879756383872,2.1809000983563336,3.7670563680495963,-1.6637559458934443
"Chlorobium luteolum DSM 273, complete genome.|2364842bp|chromosomal replication initiator protein DnaA|2363222-2363372_forward",-2.241756703996343,2.0582609118417707,1.8530736276663073,1.471561161580362,-1.1243637554731831,1.5209344503046243,2.387560776140295,4.175514262363072,-1.4601269785680282
"Prochlorococcus marinus str. MIT 9312, complete genome.|1709204bp|chromosomal replication initiator protein DnaA|526176-526326_forward",-2.471798337714085,1.3465778291178525,2.173223445931652,0.5861172362206849,-1.292905855554312,1.4908865918042429,2.625400117730955,5.165360291988916,-1.5971274937657303
"Hahella chejuensis KCTC 2396, complete genome.|7215267bp|chromosomal replication initiator protein DnaA|227-377_forward",-2.5191878185787155,1.868990898233836,2.226365945783242,0.7131259448030774,-1.055376409828208,1.4637472134622451,2.243510469400454,4.128821333829616,-1.0858300820308036
"Erythrobacter litoralis HTCC2594, complete genome.|3052398bp|chromosomal replication initiator protein|2142241-2142391_forward",-2.8373371131603826,2.392948983706641,1.1231419338969184,-1.073978031350461,-0.10881691251486797,1.5377283079134465,0.48104579050894564,1.0926951282404662,-1.397257943695444
"Hyphomonas neptunium ATCC 15444, complete genome.|3705021bp|chromosomal replication initiator protein DnaA|562737-562887_reverse",-2.8073409430907117,2.4796307155700767,1.1213707684053507,-1.3217271113584805,0.2056310592029906,1.5500807487003232,0.1270181981935281,0.6917460660578455,-1.414958134924456
"Rhodospirillum rubrum ATCC 11170, complete genome. DEFINITION  Rhodospirillum rubrum ATCC 11170 plasmid, complete sequence.|8705650bp|chromosomal replication initiator protein, DnaA|77-227_forward",-2.435324770011873,2.662219789563278,1.5209257900044069,-0.3026078879840411,-0.0722322086114435,1.4341900781797656,1.1855139893639899,2.171970688312342,-1.9120486683923925
"Clostridium perfringens ATCC 13124, complete genome.|3256683bp|chromosomal replication initiator protein DnaA|260-410_forward",-2.341195523730113,1.5232844810053017,1.9185652683798766,0.9115047514034725,-1.6047375067360217,1.4708134909902404,2.705331175254322,5.059470592149167,-1.6667171528372224
"Novosphingobium aromaticivorans DSM 12444, complete genome. DEFINITION  Novosphingobium aromaticivorans DSM 12444 plasmid pNL1, complete sequence. DEFINITION  Novosphingobium aromaticivorans DSM 12444 plasmid pNL2, complete sequence.|10684752bp|chromosomal replication initiator protein DnaA|-127-23_forward",-2.8171621568985303,2.7546906631856483,0.9260551609424572,-1.1826488473545032,-0.01384750665350074,1.7597371326818714,0.5606811436995869,1.2568433337211917,-1.3110180055812763
"Jannaschia sp. CCS1, complete genome. DEFINITION  Jannaschia sp. CCS1 plasmid p1, complete sequence.|8635954bp|chromosomal replication initiator protein DnaA|-103-47_forward",-2.8066303022184997,2.4839802295297138,1.6809320180354983,-0.6563964601582173,-0.2786511765220058,1.5575046380108652,1.1089764504576753,2.2856978323685295,-1.4828839936912113
"Methylobacillus flagellatus KT, complete genome.|2971517bp|chromosomal replication initiator protein DnaA|-105-45_forward",-2.4353298254673597,2.4067182044250828,1.4702281139874749,-0.25363763486842905,-0.9409948517578925,1.5488817929012526,1.6413695084428854,2.9822402378349846,-1.792342555820556
"Shewanella denitrificans OS217, complete genome.|4545906bp|chromosomal replication initiator protein DnaA|-141-9_forward",-2.258778953809903,2.4238628625924794,1.501187228282623,-0.09924412548701726,-0.8404287882300807,1.4444720977209498,1.6256237836015777,2.8467801059007916,-1.8112093641471116
"Polaromonas sp. JS666, complete genome. DEFINITION  Polaromonas sp. JS666 plasmid 1, complete sequence. DEFINITION  Polaromonas sp. JS666 plasmid 2, complete sequence.|15600792bp|chromosomal replication initiator protein DnaA|-111-39_forward",-2.659745082224996,2.6863279498283177,1.1701934535618987,-0.7462574712648848,-0.3476550215647048,1.670007959489928,1.2708140238559125,1.9749990430243316,-1.9308632261343412
"Mycobacterium ulcerans Agy99, complete genome. DEFINITION  Mycobacterium ulcerans plasmid pMUM001, complete plasmid genome.|11263212bp|chromosomal replication initiator protein DnaA|-150-0_forward",-2.9645146019130344,2.455027243196971,1.3773100786546593,-1.3486816705500655,0.07595587459979153,1.530088756367634,0.7956349366841093,1.6677871520970609,-2.0635257011496817
"Sphingopyxis alaskensis RB2256, complete genome. DEFINITION  Sphingopyxis alaskensis RB2256 plasmid F plasmid.|6690340bp|chromosomal replication initiator protein DnaA|22-172_forward",-2.893127286817602,2.6595819540468213,0.752763201298002,-1.5872907616511875,0.08760187004261152,1.7040039605091517,0.09704542455879406,0.6301441663146057,-1.5166577006708928
"Clostridium novyi NT, complete genome.|2547720bp|chromosomal replication initiator protein DnaA|2547494-2547644_reverse",-2.279445546385536,1.5130833129937902,1.9949995505529468,0.829357980266882,-1.381049135107853,1.547636389867309,2.607275864458695,5.174423666082399,-1.7279914031010315
"Cytophaga hutchinsonii ATCC 33406, complete genome.|4433218bp|chromosomal replication initiator protein DnaA|3451948-3452098_reverse",-2.503883067859703,1.6929044355219143,2.015296536375476,1.26995435188139,-1.4298404178005035,1.6380552589687865,2.6469926453270207,4.913365665823899,-1.2230126040103355
"Streptococcus sanguinis SK36, complete genome.|2388435bp|Chromosomal replication initiator protein dnaA, putative|63-213_forward",-2.480475851923921,1.258218414712154,2.044345968845652,0.8422045603077838,-0.8069830138739382,1.5577222089892395,2.5276241935750132,4.3115036187212565,-1.5783801389271166
"Trichodesmium erythraeum IMS101, complete genome.|7750108bp|chromosomal replication initiator protein DnaA|-124-26_forward",-2.541632885313617,1.171336512372209,2.2600064525817403,0.6013644794160586,-1.2779547237480673,1.3994841198152297,2.447654995281391,4.728740961794401,-1.466656761701215
"Granulibacter bethesdensis CGDNIH1 chromosome, complete genome.|2708434bp|Chromosomal replication initiator protein DNAA|182788-182938_forward",-2.609444261942237,2.300726441809722,1.569964526132334,-0.4450334332189626,-0.5312735806346027,1.4700429644671884,1.3481049757880175,2.434219656468618,-1.5812908826023382
"Shewanella frigidimarina NCIMB 400, complete genome.|4845257bp|chromosomal replication initiator protein DnaA|-128-22_forward",-2.238499291933333,2.300924012067234,1.4910131607805241,-0.042417614634981206,-0.935598977303504,1.4524368241978796,1.7126196515296699,2.9295517907464514,-1.767230607849698
"Aeromonas hydrophila subsp. hydrophila ATCC 7966, complete genome.|4744448bp|chromosomal replication initiator protein DnaA|72-222_forward",-1.9916590447661697,2.3244252491623745,0.8013720711350217,-0.5876050557446814,-2.139457885591713,1.3858803837455527,1.9114471218257019,2.4512599122883736,-1.764917987647797
"Aeromonas hydrophila subsp. hydrophila ATCC 7966, complete genome.|4744448bp|chromosomal replication initiator protein DnaA|3167425-3167575_reverse",-2.21118628202926,2.4753928368836244,0.8814533857167198,-0.8913290913303852,-1.4023677673728974,1.447540556766247,1.4981984188929507,2.0316324984183627,-1.8586546870395282
"Shewanella piezotolerans WP3, complete genome.|5396476bp|Chromosomal replication initiator protein DnaA|16066-16216_forward",-1.8221202563301049,2.324047737992068,1.686461982582613,0.8246533915624829,-1.6835124712984026,1.3346701781749783,2.1913225628250927,3.8634821964951036,-1.4983604701180284
"Mycobacterium avium 104, complete genome.|5475491bp|chromosomal replication initiator protein DnaA|-118-32_forward",-3.0338462590378064,2.563342464934996,1.4400653308493103,-1.1356867265773858,0.06112539922474424,1.5103202866698122,0.8259037803139743,1.784523862455437,-1.8886349744739825
"Acidothermus cellulolyticus 11B, complete genome.|2443540bp|chromosomal replication initiator protein DnaA|-76-74_forward",-3.0037614593908906,2.4683367313179865,0.6980459959473277,-1.2012073069647822,0.13204769024142926,1.8409848472973733,0.8329618660881284,0.9274549742156178,-1.6375106368537076
"Pelobacter propionicus DSM 2379, complete genome. DEFINITION  Pelobacter propionicus DSM 2379 plasmid pPRO1, complete sequence. DEFINITION  Pelobacter propionicus DSM 2379 plasmid pPRO2, complete sequence.|12024000bp|chromosomal replication initiator protein DnaA|-150-0_forward",-2.86904496926311,2.412987191251412,1.7360660826229894,-0.7378298305853017,-0.11010252575855985,1.5265710142292996,1.1856172449904019,2.426151671018899,-1.8325084661195339
"Chlorobium phaeobacteroides DSM 266, complete genome.|3133902bp|chromosomal replication initiator protein DnaA|-150-0_forward",-2.6071676431849258,1.645192977958726,2.0869594937980427,0.13188161919021704,-0.8819133780204997,1.5142214591851957,2.3111709411431867,4.028445804174916,-1.3341521915549974
"Bradyrhizobium sp. BTAi1, complete genome. DEFINITION  Bradyrhizobium sp. BTAi1 plasmid pBBta01, complete sequence.|16529374bp|Chromosomal replication initiator protein|420-570_forward",-2.8840764979730595,3.0224497374048127,1.0088805865819885,-1.3591855566093662,0.5094950276847326,1.7663341577110634,0.2361818453436726,0.7616367755301636,-1.7468425080101273
"Shewanella amazonensis SB2B, complete genome.|4306142bp|chromosomal replication initiator protein DnaA|10624-10774_forward",-1.878663611240884,2.346822830024921,1.6735862929464866,0.6737839585033597,-1.6892729802426723,1.4689842752006321,2.2208331404822585,3.8703755526552026,-1.633059625580351
"Nocardioides sp. JS614, complete genome. DEFINITION  Nocardioides sp. JS614, complete sequence.|9971742bp|chromosomal replication initiator protein DnaA|-79-71_forward",-2.9624172691871182,2.480084617209679,1.029494242977447,-1.3535799729075233,0.07277331341844308,1.5725926381039648,0.3228754593019296,0.8697478993228143,-1.583338952463122
"Psychromonas ingrahamii 37, complete genome.|4559598bp|chromosomal replication initiator protein DnaA|4524059-4524209_forward",-2.141083254605664,1.825348699684593,1.7807047650380976,0.776872013094954,-1.9313959820510627,1.5041990192206065,2.5469869425835445,4.513755466112821,-1.365043661065584
"Polaromonas naphthalenivorans CJ2, complete genome. DEFINITION  Polaromonas naphthalenivorans CJ2 plasmid pPNAP01, complete sequence. DEFINITION  Polaromonas naphthalenivorans CJ2 plasmid pPNAP02, complete sequence. DEFINITION  Polaromonas naphthalenivorans CJ2 plasmid pPNAP03, complete sequence. DEFINITION  Polaromonas naphthalenivorans CJ2 plasmid pPNAP04, complete sequence. DEFINITION  Polaromonas naphthalenivorans CJ2 plasmid pPNAP05, complete sequence. DEFINITION  Polaromonas naphthalenivorans CJ2 plasmid pPNAP06, complete sequence. DEFINITION  Polaromonas naphthalenivorans CJ2 plasmid pPNAP07, complete sequence. DEFINITION  Polaromonas naphthalenivorans CJ2 plasmid pPNAP08, complete sequence.|39692619bp|chromosomal replication initiator protein DnaA|4402699-4402849_forward",-2.5737871246884225,2.099455573737007,1.1044847632389336,-0.275579709348654,-0.24447704503101966,1.4464879900786427,1.365945823247482,2.048251826315836,-1.6871103912864494
"Acidovorax sp. JS42, complete genome. DEFINITION  Acidovorax sp. JS42 plasmid pAOVO01, complete sequence. DEFINITION  Acidovorax sp. JS42 plasmid pAOVO02, complete sequence.|13346568bp|chromosomal replication initiator protein DnaA|4428997-4429147_forward",-3.0633626539577015,3.2137666260510063,1.4785802427560266,-1.6790824620349425,0.5736840764122851,1.6001256737891445,0.3280002886716371,0.3933130009807843,-2.308009105972759
"Methylibium petroleiphilum PM1, complete genome. DEFINITION  Methylibium petroleiphilum PM1 plasmid RPME01, complete sequence.|8088390bp|chromosomal replication initiator protein|35-185_forward",-2.6579585445199774,1.9471162183062989,1.2831233136819897,-0.3030807433937551,-0.34788693777992824,1.4180983363239164,1.613255648545662,2.427921515616609,-1.8009924440066782
"Shewanella baltica OS155 chromosome, complete genome. DEFINITION  Shewanella baltica OS155 plasmid pSbal01, complete sequence. DEFINITION  Shewanella baltica OS155 plasmid pSbal02, complete sequence. DEFINITION  Shewanella baltica OS155 plasmid pSbal03, complete sequence. DEFINITION  Shewanella baltica OS155 plasmid pSbal04, complete sequence.|25636880bp|chromosomal replication initiator protein DnaA|-110-40_forward",-2.2774834842787413,2.3598380697376165,1.60062772828668,0.08730406896630524,-0.9201333395445863,1.4743201637355798,1.7552201873147337,3.150819737624488,-1.715337704410246
